Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,SYN Flag Count,FIN Flag Count,RST Flag Count,ACK Flag Count,PSH Flag Count,Flow Bytes/s,Flow Packets/s
10/09/2026 22:31:14,192.168.1.29,192.168.1.1,34647,443,6,1653417,6,6,6822,384348,1,0,0,0,0,236582.79,7.26
10/09/2026 22:31:14,192.168.1.17,192.168.1.13,59906,38459,6,1725679,5,6,5185,8874,1,0,0,1,0,8146.94,6.37
10/09/2026 22:31:14,192.168.1.6,151.101.1.140,0,0,1,4496131,18,10,1314,680,0,0,0,0,0,443.49,6.23
10/09/2026 22:31:14,192.168.1.27,13.32.99.1,26333,80,6,1703642,15,15,3240,573465,0,0,0,1,1,338513.02,17.61
10/09/2026 22:31:14,192.168.1.28,192.168.1.13,7829,41461,6,2659185,19,11,9082,7238,0,0,0,1,1,6137.22,11.28
10/09/2026 22:31:14,172.217.14.238,151.101.1.140,4457,8443,6,3214345,13,13,17979,761254,1,0,0,0,0,242423.57,8.09
10/09/2026 22:31:14,192.168.1.2,192.168.1.26,33006,80,6,2738414,1,4,432,225532,0,0,0,1,1,82516.38,1.83
10/09/2026 22:31:14,192.168.1.27,142.250.80.46,58758,8080,6,3505467,7,10,3045,483510,1,0,0,0,0,138798.91,4.85
10/09/2026 22:31:14,52.84.17.100,151.101.1.140,20012,44258,6,3676147,9,3,2457,1638,0,0,0,1,0,1113.94,3.26
10/09/2026 22:31:14,192.168.1.2,8.8.8.8,18556,53,6,2657251,6,5,204,260,1,0,0,1,0,174.62,4.14
10/09/2026 22:31:14,52.84.17.100,192.168.1.10,60341,465,6,2383216,19,8,19665,8184,0,1,0,1,0,11685.47,11.33
10/09/2026 22:31:14,192.168.1.16,192.168.1.3,14400,21,17,3531879,13,2,6500,2422,0,0,0,0,0,2526.13,4.25
10/09/2026 22:31:14,192.168.1.23,192.168.1.10,31383,22,17,480842,7,2,7574,2352,0,0,0,0,0,20642.96,18.72
10/09/2026 22:31:14,192.168.1.25,192.168.1.8,48712,8443,17,4046649,11,12,10989,704028,0,0,0,0,0,176693.61,5.68
10/09/2026 22:31:14,192.168.1.26,192.168.1.3,21947,8080,17,1280794,19,14,3952,179298,0,0,0,0,0,143075.31,25.77
10/09/2026 22:31:14,192.168.1.27,13.32.99.1,0,0,1,3267721,17,0,663,0,0,0,0,0,0,202.89,5.2
10/09/2026 22:31:14,192.168.1.5,192.168.1.21,60934,443,6,1416227,13,14,4394,659414,0,1,0,1,0,468715.82,19.06
10/09/2026 22:31:14,192.168.1.13,192.168.1.17,0,0,1,1076227,19,9,1083,288,0,0,0,0,0,1273.89,26.02
10/09/2026 22:31:14,192.168.1.29,192.168.1.6,34402,25,6,2067986,4,11,1728,12551,1,0,0,0,0,6904.79,7.25
10/09/2026 22:31:14,192.168.1.4,192.168.1.9,56491,22,6,3974724,9,15,12276,14685,1,0,0,0,0,6783.11,6.04
10/09/2026 22:31:14,192.168.1.24,192.168.1.18,41036,19225,6,4689551,11,14,13255,18144,0,0,0,1,1,6695.52,5.33
10/09/2026 22:31:14,52.84.17.100,192.168.1.12,37069,8443,17,2895366,4,14,1812,388766,0,0,0,0,0,134897.63,6.22
10/09/2026 22:31:14,192.168.1.27,1.1.1.1,41047,80,17,2008834,11,3,13618,184908,0,0,0,0,0,98826.48,6.97
10/09/2026 22:31:14,151.101.1.140,192.168.1.22,43973,9582,17,3143869,17,11,6392,14597,0,0,0,0,0,6676.17,8.91
10/09/2026 22:31:14,151.101.1.140,192.168.1.17,5238,47283,6,3046020,18,4,16146,4320,1,0,0,0,0,6718.93,7.22
10/09/2026 22:31:14,198.41.0.4,142.250.80.46,27176,443,17,2261381,4,2,1304,122128,0,0,0,0,0,54582.58,2.65
10/09/2026 22:31:14,192.168.1.23,192.168.1.22,16489,8443,17,3005229,11,7,3784,380296,0,0,0,0,0,127803.9,5.99
10/09/2026 22:31:14,192.168.1.22,192.168.1.19,49744,8443,6,4401611,19,14,6403,382186,0,0,0,1,0,88283.36,7.5
10/09/2026 22:31:14,192.168.1.8,1.1.1.1,30271,53,6,2344585,18,2,738,208,0,0,0,1,0,403.48,8.53
10/09/2026 22:31:14,192.168.1.19,192.168.1.15,38245,31641,6,156258,1,9,1170,2277,0,0,0,1,0,22059.67,64.0
10/09/2026 22:31:14,192.168.1.14,192.168.1.1,65321,8080,17,2653343,18,11,16776,662585,0,0,0,0,0,256039.65,10.93
10/09/2026 22:31:14,192.168.1.20,151.101.1.140,55177,443,17,954070,12,9,14664,197019,0,0,0,0,0,221873.66,22.01
10/09/2026 22:31:14,192.168.1.2,192.168.1.19,50088,8080,6,1671130,15,8,10380,51976,0,0,0,1,0,37313.67,13.76
10/09/2026 22:31:14,192.168.1.28,192.168.1.3,46414,8443,17,4299657,19,3,7790,156222,0,0,0,0,0,38145.37,5.12
10/09/2026 22:31:14,192.168.1.11,192.168.1.19,0,0,1,284225,1,3,77,87,0,0,0,0,0,577.01,14.07
10/09/2026 22:31:14,52.84.17.100,142.250.80.46,62973,22,6,327637,2,5,2388,6560,0,1,0,1,0,27310.71,21.37
10/09/2026 22:31:14,192.168.1.12,142.250.80.46,12196,8443,6,146582,2,8,2598,134312,1,0,0,0,0,934016.45,68.22
10/09/2026 22:31:14,198.41.0.4,192.168.1.13,34871,8080,6,3197313,9,11,5832,455818,1,0,0,1,0,144386.86,6.26
10/09/2026 22:31:14,192.168.1.12,192.168.1.25,61463,22,17,4895630,20,5,17460,4020,0,0,0,0,0,4387.59,5.11
10/09/2026 22:31:14,192.168.1.28,192.168.1.18,31657,8080,6,3909232,14,2,18606,62460,1,0,0,0,0,20737.07,4.09
10/09/2026 22:31:14,192.168.1.14,8.8.4.4,39775,443,6,1190383,10,14,3600,819098,0,0,0,1,1,691120.42,20.16
10/09/2026 22:31:14,192.168.1.10,192.168.1.17,38366,22,6,1705034,4,7,3996,2975,0,1,0,1,0,4088.48,6.45
10/09/2026 22:31:14,104.244.42.65,192.168.1.12,10925,8080,17,4409832,9,12,8577,178452,0,0,0,0,0,42411.82,4.76
10/09/2026 22:31:14,192.168.1.25,192.168.1.3,0,0,1,1757709,18,3,900,213,0,0,0,0,0,633.21,11.95
10/09/2026 22:31:14,192.168.1.23,192.168.1.24,59346,53,17,1541956,1,11,44,759,0,0,0,0,0,520.77,7.78
10/09/2026 22:31:14,142.250.80.46,192.168.1.18,44546,53,6,3741644,19,3,703,507,0,1,0,1,0,323.39,5.88
10/09/2026 22:31:14,192.168.1.3,192.168.1.8,12376,60561,6,262251,14,9,4956,2448,0,1,0,1,0,28232.49,87.7
10/09/2026 22:31:14,192.168.1.24,192.168.1.29,52781,8080,6,1273471,8,4,6072,134352,0,0,0,1,1,110268.71,9.42
10/09/2026 22:31:14,192.168.1.23,13.32.99.1,15725,53,17,2974935,10,6,400,450,0,0,0,0,0,285.72,5.38
10/09/2026 22:31:14,13.32.99.1,1.1.1.1,43303,80,17,3945324,18,7,25596,202195,0,0,0,0,0,57736.96,6.34
10/09/2026 22:31:14,142.250.80.46,192.168.1.11,50882,22,6,1873680,14,4,19012,5164,1,0,0,1,0,12902.95,9.61
10/09/2026 22:31:14,192.168.1.21,192.168.1.1,46930,8080,6,865738,3,7,2724,425705,1,0,0,0,0,494871.43,11.55
10/09/2026 22:31:14,192.168.1.12,192.168.1.20,7615,53,17,116805,11,8,341,3152,0,0,0,0,0,29904.54,162.66
10/09/2026 22:31:14,192.168.1.1,192.168.1.6,36877,465,6,1302634,5,14,5705,7882,0,0,1,0,0,10430.4,14.59
10/09/2026 22:31:14,192.168.1.19,192.168.1.29,12117,6937,6,2008827,5,11,2880,5302,0,1,0,1,0,4073.02,7.96
10/09/2026 22:31:14,192.168.1.29,1.1.1.1,55327,22,6,1845365,4,15,4724,12960,1,0,0,0,0,9582.93,10.3
10/09/2026 22:31:14,192.168.1.7,192.168.1.10,8836,443,6,1412304,3,12,1383,380976,0,0,0,1,0,270734.2,10.62
10/09/2026 22:31:14,8.8.8.8,192.168.1.26,45089,30896,6,2298497,7,8,6132,2880,1,0,0,0,0,3920.82,6.53
10/09/2026 22:31:14,192.168.1.13,192.168.1.4,33726,33262,6,3136539,9,1,9216,1025,0,1,0,1,0,3265.06,3.19
10/09/2026 22:31:14,192.168.1.10,192.168.1.4,15982,25,6,1409005,5,13,4340,16614,1,0,0,0,0,14871.49,12.77
10/09/2026 22:31:14,192.168.1.2,198.41.0.4,63568,8080,6,2799319,7,9,2905,125199,1,0,0,0,0,45762.56,5.72
10/09/2026 22:31:14,192.168.1.19,192.168.1.23,46398,53,6,3374495,7,2,322,872,0,0,0,1,1,353.83,2.67
10/09/2026 22:31:14,8.8.4.4,192.168.1.22,29343,53,6,2885554,7,12,336,5892,0,0,1,0,0,2158.34,6.58
10/09/2026 22:31:14,192.168.1.26,192.168.1.2,29273,53,17,4279570,12,2,876,148,0,0,0,0,0,239.28,3.27
10/09/2026 22:31:14,52.84.17.100,104.244.42.65,52878,53,6,2507795,6,11,210,4785,0,0,0,1,0,1991.79,6.78
10/09/2026 22:31:14,192.168.1.9,192.168.1.14,10104,25923,6,141993,8,15,7880,9600,0,0,1,0,0,123104.66,161.98
10/09/2026 22:31:14,192.168.1.17,192.168.1.11,13611,80,17,4419714,6,15,7086,376170,0,0,0,0,0,86715.11,4.75
10/09/2026 22:31:14,192.168.1.24,192.168.1.12,0,0,1,3454801,13,7,546,210,0,0,0,0,0,218.83,5.79
10/09/2026 22:31:14,13.32.99.1,1.1.1.1,3959,22,6,2134069,15,0,9870,0,1,0,0,0,0,4624.97,7.03
10/09/2026 22:31:14,104.244.42.65,192.168.1.22,7143,21,6,3956678,10,13,3890,9035,0,0,0,1,1,3266.63,5.81
10/09/2026 22:31:14,192.168.1.25,192.168.1.3,27185,8080,6,3908979,14,11,19334,64031,1,0,0,0,0,21326.54,6.4
10/09/2026 22:31:14,192.168.1.12,104.244.42.65,18761,43512,6,3584815,7,5,2723,5430,1,0,0,0,0,2274.32,3.35
10/09/2026 22:31:14,192.168.1.14,192.168.1.16,26531,22,6,3520421,17,8,18411,8152,0,0,0,1,0,7545.4,7.1
10/09/2026 22:31:14,1.1.1.1,192.168.1.1,45999,53,6,4763537,17,0,476,0,0,0,0,1,1,99.93,3.57
10/09/2026 22:31:14,192.168.1.16,192.168.1.12,2913,80,17,2247870,1,6,489,216552,0,0,0,0,0,96554.07,3.11
10/09/2026 22:31:14,192.168.1.13,192.168.1.28,43108,443,17,4569837,19,13,16644,508859,0,0,0,0,0,114993.82,7.0
10/09/2026 22:31:14,192.168.1.4,8.8.8.8,0,0,1,648266,12,8,708,600,0,0,0,0,0,2017.69,30.85
10/09/2026 22:31:14,192.168.1.17,142.250.80.46,59453,20,6,4201530,10,2,13750,2010,1,0,0,0,0,3751.01,2.86
10/09/2026 22:31:14,192.168.1.14,52.84.17.100,57193,995,6,2349266,14,9,7728,9486,0,0,0,1,0,7327.4,9.79
10/09/2026 22:31:14,192.168.1.29,192.168.1.13,61548,25,6,3684756,17,13,13906,3003,0,0,0,1,0,4588.91,8.14
10/09/2026 22:31:14,13.32.99.1,192.168.1.19,59466,8080,6,1572020,16,8,15920,145912,0,0,1,0,0,102945.26,15.27
10/09/2026 22:31:14,192.168.1.6,192.168.1.3,44936,443,17,1921594,9,4,7272,127036,0,0,0,0,0,69894.06,6.77
10/09/2026 22:31:14,192.168.1.25,192.168.1.3,45044,48527,6,3034153,10,0,3110,0,1,0,0,0,0,1025.0,3.3
10/09/2026 22:31:14,1.1.1.1,104.244.42.65,13975,587,6,969517,12,8,9996,10816,0,0,0,1,1,21466.36,20.63
10/09/2026 22:31:14,151.101.1.140,52.84.17.100,62707,8443,6,2656283,7,11,4627,521059,0,0,1,0,0,197902.86,6.78
10/09/2026 22:31:14,192.168.1.20,172.217.14.238,50218,22,6,75503,20,4,12240,2704,1,0,0,0,0,197925.91,317.87
10/09/2026 22:31:14,192.168.1.16,192.168.1.10,32202,8080,17,4461734,17,9,8500,548208,0,0,0,0,0,124773.91,5.83
10/09/2026 22:31:14,192.168.1.8,192.168.1.6,47918,80,6,4979981,4,11,1292,646987,0,1,0,1,0,130177.0,3.01
10/09/2026 22:31:14,192.168.1.24,192.168.1.26,55309,22,6,1308862,7,13,8253,14859,1,0,0,0,0,17658.09,15.28
10/09/2026 22:31:14,192.168.1.23,52.84.17.100,19638,22,6,2287045,1,10,1026,5050,0,0,0,1,0,2656.7,4.81
10/09/2026 22:31:14,192.168.1.3,192.168.1.25,22503,58227,6,2995015,10,5,9060,2120,0,0,0,1,1,3732.87,5.01
10/09/2026 22:31:14,192.168.1.1,192.168.1.2,13745,21,6,2996359,11,3,16247,657,1,0,0,0,0,5641.51,4.67
10/09/2026 22:31:14,192.168.1.16,192.168.1.17,48742,443,17,2324479,3,5,3468,37185,0,0,0,0,0,17489.08,3.44
10/09/2026 22:31:14,192.168.1.7,192.168.1.26,46465,8080,6,3626510,18,3,17604,90633,1,0,0,0,0,29846.05,5.79
10/09/2026 22:31:14,192.168.1.25,192.168.1.11,17960,44907,6,3743903,5,11,7095,7821,1,0,0,0,0,3984.08,4.27
10/09/2026 22:31:14,104.244.42.65,198.41.0.4,59942,53,6,676912,15,14,525,4830,1,0,0,0,0,7910.92,42.84
10/09/2026 22:31:14,192.168.1.19,192.168.1.23,46620,25,6,1545288,17,5,15147,4140,0,0,0,1,1,12481.17,14.24
10/09/2026 22:31:14,192.168.1.27,192.168.1.12,57177,80,6,1998458,1,15,1345,908145,1,0,0,0,0,455095.88,8.01
10/09/2026 22:31:14,151.101.1.140,192.168.1.15,25598,53,6,299099,16,5,1152,820,0,0,0,1,1,6593.13,70.21
10/09/2026 22:31:14,192.168.1.3,192.168.1.25,8098,11172,6,2699486,1,1,1404,545,1,0,0,0,0,721.99,0.74
10/09/2026 22:31:14,192.168.1.22,192.168.1.13,56402,18493,6,2940184,17,4,17646,936,1,0,0,0,0,6320.01,7.14
10/09/2026 22:31:14,192.168.1.3,52.84.17.100,43329,32720,6,3037347,20,7,13060,8484,0,0,0,1,1,7093.03,8.89
10/09/2026 22:31:15,192.168.1.18,192.168.1.1,16251,8080,6,2958298,6,10,6000,206150,0,0,0,1,0,71713.53,5.41
10/09/2026 22:31:15,192.168.1.4,192.168.1.17,24390,443,17,2630176,20,4,23480,43932,0,0,0,0,0,25630.22,9.12
10/09/2026 22:31:15,192.168.1.9,192.168.1.27,47274,443,6,1460707,11,12,9504,652572,0,0,1,0,0,453257.22,15.75
10/09/2026 22:31:15,192.168.1.24,192.168.1.21,28871,8443,17,4287854,6,8,1386,78768,0,0,0,0,0,18693.27,3.27
10/09/2026 22:31:15,104.244.42.65,192.168.1.16,0,0,1,64558,2,7,138,567,0,0,0,0,0,10920.41,139.41
10/09/2026 22:31:15,192.168.1.2,192.168.1.15,39196,8443,6,1999786,16,14,13712,65268,1,0,0,0,0,39494.23,15.0
10/09/2026 22:31:15,104.244.42.65,1.1.1.1,58700,6966,6,303837,18,5,25920,645,0,1,0,1,0,87431.75,75.7
10/09/2026 22:31:15,192.168.1.14,192.168.1.6,27978,53,6,1987310,6,1,168,249,0,1,0,1,0,209.83,3.52
10/09/2026 22:31:15,172.217.14.238,192.168.1.15,62226,22,6,3595700,20,2,10780,1926,1,0,0,0,0,3533.67,6.12
10/09/2026 22:31:15,13.32.99.1,192.168.1.4,19937,8443,17,3943521,10,4,5850,86364,0,0,0,0,0,23383.67,3.55
10/09/2026 22:31:15,192.168.1.17,52.84.17.100,35989,8080,6,4288845,16,0,4240,0,1,0,0,0,0,988.61,3.73
10/09/2026 22:31:15,192.168.1.29,192.168.1.11,21190,22,6,3150772,7,11,2100,11649,1,0,0,1,0,4363.69,5.71
10/09/2026 22:31:15,192.168.1.19,192.168.1.18,20386,443,17,4333692,11,10,4389,590820,0,0,0,0,0,137344.56,4.85
10/09/2026 22:31:15,151.101.1.140,192.168.1.7,48531,53,6,137526,17,12,1071,4440,1,0,0,1,0,40072.42,210.87
10/09/2026 22:31:15,192.168.1.21,172.217.14.238,49419,443,6,4541488,10,8,4470,104784,1,0,0,1,0,24056.87,3.96
10/09/2026 22:31:15,142.250.80.46,104.244.42.65,43925,8443,17,265609,10,10,3890,326040,0,0,0,0,0,1242164.23,75.3
10/09/2026 22:31:15,192.168.1.12,192.168.1.19,32293,22,6,546091,10,11,13070,14223,1,0,0,0,0,49978.85,38.46
10/09/2026 22:31:15,192.168.1.20,192.168.1.18,65443,37080,6,369050,18,5,13608,5965,0,0,0,1,1,53036.17,62.32
10/09/2026 22:31:15,192.168.1.14,192.168.1.20,5984,995,6,1890662,17,6,11016,7332,1,0,0,1,0,9704.54,12.17
10/09/2026 22:31:15,192.168.1.3,192.168.1.25,53807,8443,6,2043810,13,14,8320,897848,0,0,0,1,0,443371.94,13.21
10/09/2026 22:31:15,192.168.1.9,192.168.1.4,61850,80,6,3131355,9,2,6597,18824,1,0,0,0,0,8118.21,3.51
10/09/2026 22:31:15,192.168.1.22,192.168.1.5,19384,443,6,2549988,12,2,2520,28876,1,0,0,1,0,12312.21,5.49
10/09/2026 22:31:15,192.168.1.23,192.168.1.13,33714,53,6,1641383,1,12,48,5316,0,0,0,1,1,3267.98,7.92
10/09/2026 22:31:15,151.101.1.140,192.168.1.29,0,0,1,920452,20,3,1400,204,0,0,0,0,0,1742.62,24.99
10/09/2026 22:31:15,192.168.1.25,52.84.17.100,14923,53,6,4894725,6,12,366,3936,1,0,0,1,0,878.91,3.68
10/09/2026 22:31:15,192.168.1.15,198.41.0.4,37939,8443,6,3669321,10,13,9400,305994,0,0,1,0,0,85954.32,6.27
10/09/2026 22:31:15,192.168.1.10,198.41.0.4,43815,110,17,3575269,3,5,1788,4080,0,0,0,0,0,1641.28,2.24
10/09/2026 22:31:15,192.168.1.12,151.101.1.140,21352,22,6,1359779,12,15,6348,13590,0,0,0,1,1,14662.68,19.86
10/09/2026 22:31:15,192.168.1.4,192.168.1.2,5440,53,6,2121835,20,12,760,2796,1,0,0,0,0,1675.91,15.08
10/09/2026 22:31:15,192.168.1.13,192.168.1.2,48570,53,6,4283427,14,9,714,954,0,0,0,1,1,389.41,5.37
10/09/2026 22:31:15,192.168.1.27,192.168.1.10,53638,22,6,4376079,17,1,19329,1176,0,1,0,1,0,4685.7,4.11
10/09/2026 22:31:15,192.168.1.25,52.84.17.100,9184,8443,17,995778,4,5,3492,109640,0,0,0,0,0,113611.67,9.04
10/09/2026 22:31:15,192.168.1.3,192.168.1.13,36680,443,6,3152124,1,9,260,286839,0,1,0,1,0,91081.12,3.17
10/09/2026 22:31:15,8.8.8.8,192.168.1.21,43105,22,6,3379638,8,6,5688,4878,0,0,1,0,0,3126.37,4.14
10/09/2026 22:31:15,1.1.1.1,192.168.1.6,36692,52537,17,355314,17,15,4250,14730,0,0,0,0,0,53417.54,90.06
10/09/2026 22:31:15,192.168.1.4,192.168.1.15,61749,53,6,381431,15,2,555,682,0,0,0,1,1,3243.05,44.57
10/09/2026 22:31:15,1.1.1.1,192.168.1.2,49772,53,17,4909781,8,0,344,0,0,0,0,0,0,70.06,1.63
10/09/2026 22:31:15,192.168.1.18,192.168.1.2,0,0,1,2192831,1,9,52,378,0,0,0,0,0,196.09,4.56
10/09/2026 22:31:15,151.101.1.140,192.168.1.17,4379,8080,6,1165965,15,10,17655,430560,0,0,0,1,0,384415.48,21.44
10/09/2026 22:31:15,192.168.1.18,192.168.1.20,55912,8443,6,2238988,13,5,19461,231405,1,0,0,0,0,112044.37,8.04
10/09/2026 22:31:15,192.168.1.15,192.168.1.2,28623,22,17,3414363,5,1,5935,693,0,0,0,0,0,1941.21,1.76
10/09/2026 22:31:15,192.168.1.5,13.32.99.1,33947,53,6,3432144,2,1,108,406,1,0,0,0,0,149.76,0.87
10/09/2026 22:31:15,192.168.1.22,198.41.0.4,62541,54859,6,3197954,19,4,5187,4392,1,0,0,0,0,2995.35,7.19
10/09/2026 22:31:15,192.168.1.19,104.244.42.65,43453,29245,6,1600279,12,11,9588,9119,1,0,0,0,0,11689.84,14.37
10/09/2026 22:31:15,192.168.1.13,192.168.1.24,13731,80,6,2055219,18,0,5616,0,0,0,1,0,0,2732.56,8.76
10/09/2026 22:31:15,13.32.99.1,192.168.1.12,13419,53,6,2123019,12,14,336,3010,1,0,0,0,0,1576.06,12.25
10/09/2026 22:31:15,192.168.1.7,104.244.42.65,41172,80,6,1776669,14,3,5754,10944,1,0,0,0,0,9398.49,9.57
10/09/2026 22:31:15,1.1.1.1,192.168.1.7,26529,8080,6,3736172,3,4,3345,33060,0,0,0,1,0,9743.93,1.87
10/09/2026 22:31:15,8.8.8.8,52.84.17.100,38914,8080,6,3103978,17,9,11458,85392,1,0,0,0,0,31201.9,8.38
10/09/2026 22:31:15,52.84.17.100,192.168.1.9,21730,15961,17,4428241,3,4,1206,5976,0,0,0,0,0,1621.86,1.58
10/09/2026 22:31:15,142.250.80.46,192.168.1.7,8736,22,6,4018369,14,6,2954,5316,1,0,0,1,0,2058.05,4.98
10/09/2026 22:31:15,192.168.1.18,192.168.1.15,32651,8080,6,750506,18,4,25884,52744,1,0,0,1,0,104766.65,29.31
10/09/2026 22:31:15,192.168.1.7,192.168.1.1,59298,20,6,2759164,10,7,14620,2254,1,0,0,0,0,6115.62,6.16
10/09/2026 22:31:15,192.168.1.16,192.168.1.28,41636,25524,17,4506843,13,15,6604,12600,0,0,0,0,0,4261.08,6.21
10/09/2026 22:31:15,192.168.1.25,192.168.1.27,40205,8443,6,2498133,19,13,21964,148109,1,0,0,0,0,68080.04,12.81
10/09/2026 22:31:15,8.8.4.4,192.168.1.17,43703,8443,6,4414618,6,1,7848,24979,1,0,0,0,0,7435.98,1.59
10/09/2026 22:31:15,192.168.1.21,13.32.99.1,27992,465,6,2864890,1,10,213,10310,0,0,0,1,1,3673.09,3.84
10/09/2026 22:31:15,8.8.8.8,192.168.1.3,48205,993,6,4923317,2,15,2816,1350,0,1,0,1,0,846.18,3.45
10/09/2026 22:31:15,192.168.1.13,192.168.1.8,20250,20,6,2768765,18,10,16542,7030,0,0,0,1,0,8513.54,10.11
10/09/2026 22:31:15,192.168.1.9,104.244.42.65,43670,8080,6,3812996,13,3,15041,188256,0,1,0,1,0,53316.87,4.2
10/09/2026 22:31:15,104.244.42.65,192.168.1.24,11408,53,6,2350969,4,12,128,2568,1,0,0,0,0,1146.76,6.81
10/09/2026 22:31:15,104.244.42.65,192.168.1.15,52191,80,17,2698104,9,5,6390,196075,0,0,0,0,0,75039.73,5.19
10/09/2026 22:31:15,192.168.1.26,192.168.1.13,32500,53,6,4533141,8,7,608,3311,1,0,0,0,0,864.52,3.31
10/09/2026 22:31:15,192.168.1.15,52.84.17.100,18221,80,6,2935416,8,6,8520,95532,1,0,0,0,0,35447.11,4.77
10/09/2026 22:31:15,192.168.1.26,192.168.1.10,63077,465,6,2665792,10,6,9190,6252,1,0,0,0,0,5792.65,6.0
10/09/2026 22:31:15,151.101.1.140,192.168.1.4,11604,110,17,4415515,4,1,1768,1408,0,0,0,0,0,719.28,1.13
10/09/2026 22:31:15,192.168.1.9,192.168.1.29,13657,8443,17,4072762,1,1,1030,26422,0,0,0,0,0,6740.39,0.49
10/09/2026 22:31:15,192.168.1.5,192.168.1.17,26877,80,17,3846743,4,13,5448,275327,0,0,0,0,0,72990.32,4.42
10/09/2026 22:31:15,192.168.1.28,151.101.1.140,15027,45068,6,4277111,5,3,2565,3771,0,1,0,1,0,1481.37,1.87
10/09/2026 22:31:15,192.168.1.27,192.168.1.29,46225,8080,6,4142775,11,10,4466,144380,0,0,0,1,0,35929.06,5.07
10/09/2026 22:31:15,192.168.1.23,192.168.1.28,62886,80,6,4244084,10,5,2470,19855,0,0,0,1,0,5260.26,3.53
10/09/2026 22:31:15,192.168.1.9,192.168.1.21,0,0,1,460194,9,13,342,377,0,0,0,0,0,1562.38,47.81
10/09/2026 22:31:15,172.217.14.238,192.168.1.26,40382,443,6,2041711,1,3,1342,35172,0,0,0,1,0,17884.02,1.96
10/09/2026 22:31:15,192.168.1.29,192.168.1.13,6278,57619,6,1548670,15,3,3495,2958,0,1,0,1,0,4166.8,11.62
10/09/2026 22:31:15,13.32.99.1,192.168.1.1,0,0,1,3566433,8,5,304,390,0,0,0,0,0,194.59,3.65
10/09/2026 22:31:15,104.244.42.65,192.168.1.13,14103,53,6,3835436,14,15,742,4425,0,0,0,1,0,1347.17,7.56
10/09/2026 22:31:15,8.8.8.8,192.168.1.25,43629,8443,6,2065446,9,8,2439,502912,0,1,0,1,0,244669.19,8.23
10/09/2026 22:31:15,192.168.1.16,192.168.1.24,15924,52295,17,1870573,11,5,6017,7260,0,0,0,0,0,7097.83,8.55
10/09/2026 22:31:15,192.168.1.1,192.168.1.6,54234,8080,6,792263,13,5,12038,160510,1,0,0,0,0,217791.31,22.72
10/09/2026 22:31:15,151.101.1.140,192.168.1.26,55749,53,6,1980804,7,10,546,760,0,0,0,1,0,659.33,8.58
10/09/2026 22:31:15,192.168.1.4,192.168.1.19,64850,53,6,3740896,10,5,720,520,0,1,0,1,0,331.47,4.01
10/09/2026 22:31:15,192.168.1.1,192.168.1.20,1808,80,6,2210627,16,10,14320,398270,1,0,0,1,0,186639.36,11.76
10/09/2026 22:31:15,192.168.1.6,1.1.1.1,58122,443,6,2910892,3,12,3264,733416,0,0,0,1,0,253077.06,5.15
10/09/2026 22:31:15,52.84.17.100,192.168.1.26,34733,39734,6,4895717,10,8,6220,10232,1,0,0,0,0,3360.49,3.68
10/09/2026 22:31:15,52.84.17.100,192.168.1.12,56100,465,17,841756,3,13,1587,3224,0,0,0,0,0,5715.43,19.01
10/09/2026 22:31:15,8.8.4.4,192.168.1.26,25669,8080,6,1675952,13,3,14963,159738,0,0,0,1,0,104239.86,9.55
10/09/2026 22:31:15,192.168.1.6,192.168.1.18,49900,80,6,433262,14,2,20146,60718,0,0,0,1,1,186639.95,36.93
10/09/2026 22:31:15,192.168.1.7,192.168.1.24,53449,80,17,1872978,18,12,18396,10728,0,0,0,0,0,15549.57,16.02
10/09/2026 22:31:15,192.168.1.20,192.168.1.8,43556,53,17,4186513,4,14,256,1610,0,0,0,0,0,445.72,4.3
10/09/2026 22:31:15,192.168.1.25,192.168.1.2,41687,22,17,2024680,14,6,14826,4020,0,0,0,0,0,9308.14,9.88
10/09/2026 22:31:15,8.8.8.8,151.101.1.140,35411,443,6,951779,19,11,6840,295702,1,0,0,0,0,317870.01,31.52
10/09/2026 22:31:15,192.168.1.19,142.250.80.46,17161,8080,6,1671333,10,13,7430,455741,0,0,0,1,0,277126.7,13.76
10/09/2026 22:31:15,142.250.80.46,192.168.1.23,57494,25660,6,3670363,2,10,2200,1910,1,0,0,0,0,1119.78,3.27
10/09/2026 22:31:15,192.168.1.3,192.168.1.22,50580,63664,6,3103815,11,7,11594,5299,0,0,0,1,1,5442.66,5.8
10/09/2026 22:31:15,8.8.8.8,104.244.42.65,29452,8443,6,1043961,9,15,3321,509610,1,0,0,0,0,491331.57,22.99
10/09/2026 22:31:15,104.244.42.65,192.168.1.7,44589,80,6,3313297,11,3,4422,127005,1,0,0,1,0,39666.53,4.23
10/09/2026 22:31:15,192.168.1.19,104.244.42.65,19072,53,6,4368245,7,7,546,3234,0,0,0,1,1,865.34,3.2
10/09/2026 22:31:15,192.168.1.4,172.217.14.238,9444,25,6,634183,18,7,1710,7952,1,0,0,0,0,15235.35,39.42
10/09/2026 22:31:15,192.168.1.2,192.168.1.18,5272,80,6,1485928,1,15,947,96135,1,0,0,0,0,65334.26,10.77
